method,source_index,snr_db,psnr_db,lpips_alex,dino_cosine
m8_plus_latent_1024,1,19,22.350955327351887,0.09290867298841476,0.8295527497927347
m8_plus_latent_512,1,1,21.05718994140625,0.16407681504885355,0.7324443856875101
m8_plus_latent_512,1,4,21.86446762084961,0.11467789858579636,0.7094640334447225
m8_plus_latent_512,1,7,21.964600880940754,0.11195083955923717,0.7174692948659261
m8_plus_latent_512,1,13,22.055521647135418,0.10913901031017303,0.727056086063385
m8_plus_latent_512,1,19,22.075104395548504,0.10879808912674586,0.7322865923245748
m8_receiver_only_refiner,1,1,20.60251235961914,0.18345917264620462,0.7367199063301086
m8_receiver_only_refiner,1,4,21.385757446289062,0.12888255218664804,0.717133641242981
m8_receiver_only_refiner,1,7,21.38495635986328,0.12885847687721252,0.7169444561004639
m8_receiver_only_refiner,1,13,21.384048461914062,0.12880614399909973,0.716602087020874
m8_receiver_only_refiner,1,19,21.38374137878418,0.12874756256739298,0.7163053750991821
raw_N3060_m7_D0,1,1,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3060_m7_D0,1,4,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3060_m7_D0,1,7,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3060_m7_D0,1,13,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3060_m7_D0,1,19,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3060_m7_Dc,1,1,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N3060_m7_Dc,1,4,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N3060_m7_Dc,1,7,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N3060_m7_Dc,1,13,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N3060_m7_Dc,1,19,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N3060_m8_D0,1,1,19.29023043314616,0.1809397836526235,0.723225732644399
raw_N3060_m8_D0,1,4,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3060_m8_D0,1,7,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3060_m8_D0,1,13,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3060_m8_D0,1,19,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3060_m8_Dc,1,1,20.061453501383465,0.17583569884300232,0.7472337086995443
raw_N3060_m8_Dc,1,4,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3060_m8_Dc,1,7,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3060_m8_Dc,1,13,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3060_m8_Dc,1,19,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3060_m9_D0,1,1,9.140042781829834,0.7761476238568624,0.0034183713917930922
raw_N3060_m9_D0,1,4,17.71435546875,0.3463972806930542,0.2886859079202016
raw_N3060_m9_D0,1,7,20.30580711364746,0.1399900217851003,0.8588861028353373
raw_N3060_m9_D0,1,13,20.524206161499023,0.12865633765856424,0.8784524202346802
raw_N3060_m9_D0,1,19,20.524206161499023,0.12865634262561798,0.8784524202346802
raw_N3060_m9_Dc,1,1,9.112653096516928,0.7736429572105408,0.00918329848597447
raw_N3060_m9_Dc,1,4,18.081449508666992,0.3448176284631093,0.21966061492760977
raw_N3060_m9_Dc,1,7,21.353641510009766,0.1331746131181717,0.8254457116127014
raw_N3060_m9_Dc,1,13,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N3060_m9_Dc,1,19,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N3572_m7_D0,1,1,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3572_m7_D0,1,4,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3572_m7_D0,1,7,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3572_m7_D0,1,13,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3572_m7_D0,1,19,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N3572_m7_Dc,1,1,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N3572_m7_Dc,1,4,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N3572_m7_Dc,1,7,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N3572_m7_Dc,1,13,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N3572_m7_Dc,1,19,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N3572_m8_D0,1,1,20.017179489135742,0.14412012696266174,0.7481899658838908
raw_N3572_m8_D0,1,4,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3572_m8_D0,1,7,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3572_m8_D0,1,13,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3572_m8_D0,1,19,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N3572_m8_Dc,1,1,20.993245442708332,0.13494735459486643,0.7265077630678812
raw_N3572_m8_Dc,1,4,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3572_m8_Dc,1,7,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3572_m8_Dc,1,13,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3572_m8_Dc,1,19,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N3572_m9_D0,1,1,10.720163027445475,0.7568968335787455,0.03825371526181698
raw_N3572_m9_D0,1,4,19.519311269124348,0.15686232596635818,0.7692327896753947
raw_N3572_m9_D0,1,7,20.524206161499023,0.12865634262561798,0.8784524202346802
raw_N3572_m9_D0,1,13,20.524206161499023,0.12865633765856424,0.8784524202346802
raw_N3572_m9_D0,1,19,20.524206161499023,0.12865633765856424,0.8784524202346802
raw_N3572_m9_Dc,1,1,10.824865659077963,0.7520608901977539,0.06357207149267197
raw_N3572_m9_Dc,1,4,20.38896306355794,0.15403763204813004,0.743347962697347
raw_N3572_m9_Dc,1,7,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N3572_m9_Dc,1,13,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N3572_m9_Dc,1,19,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N4084_m7_D0,1,1,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N4084_m7_D0,1,4,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N4084_m7_D0,1,7,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N4084_m7_D0,1,13,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N4084_m7_D0,1,19,19.626873016357422,0.177059143781662,0.6421431303024292
raw_N4084_m7_Dc,1,1,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N4084_m7_Dc,1,4,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N4084_m7_Dc,1,7,20.5515193939209,0.16255799432595572,0.6422007083892822
raw_N4084_m7_Dc,1,13,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N4084_m7_Dc,1,19,20.5515193939209,0.16255799929300943,0.6422007083892822
raw_N4084_m8_D0,1,1,20.15709050496419,0.1365956813097,0.6802737315495809
raw_N4084_m8_D0,1,4,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N4084_m8_D0,1,7,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N4084_m8_D0,1,13,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N4084_m8_D0,1,19,20.23249626159668,0.13815292716026306,0.7056215405464172
raw_N4084_m8_Dc,1,1,21.139076232910156,0.1293848156929016,0.7034149567286173
raw_N4084_m8_Dc,1,4,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N4084_m8_Dc,1,7,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N4084_m8_Dc,1,13,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N4084_m8_Dc,1,19,21.200607299804688,0.12767630815505981,0.7305284738540649
raw_N4084_m9_D0,1,1,14.473771731058756,0.4791109661261241,0.2356080257644256
raw_N4084_m9_D0,1,4,20.50994936625163,0.1266083593169848,0.8604026635487875
raw_N4084_m9_D0,1,7,20.524206161499023,0.12865633765856424,0.8784524202346802
raw_N4084_m9_D0,1,13,20.524206161499023,0.12865633765856424,0.8784524202346802
raw_N4084_m9_D0,1,19,20.524206161499023,0.12865634262561798,0.8784524202346802
raw_N4084_m9_Dc,1,1,14.850824991861979,0.4787641962369283,0.19767315996189913
raw_N4084_m9_Dc,1,4,21.584129969278973,0.11646859844525655,0.8069846034049988
raw_N4084_m9_Dc,1,7,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N4084_m9_Dc,1,13,21.61578941345215,0.11658566445112228,0.8231227993965149
raw_N4084_m9_Dc,1,19,21.61578941345215,0.11658566445112228,0.8231227993965149
arithmetic_N3060_m7_D0,2,1,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3060_m7_D0,2,4,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3060_m7_D0,2,7,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3060_m7_D0,2,13,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3060_m7_D0,2,19,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3060_m7_Dc,2,1,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3060_m7_Dc,2,4,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3060_m7_Dc,2,7,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3060_m7_Dc,2,13,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3060_m7_Dc,2,19,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3060_m8_D0,2,1,12.565506299336752,0.5788034200668335,0.5831051071484884
arithmetic_N3060_m8_D0,2,4,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3060_m8_D0,2,7,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3060_m8_D0,2,13,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3060_m8_D0,2,19,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3060_m8_Dc,2,1,13.237090110778809,0.5603893995285034,0.5043938755989075
arithmetic_N3060_m8_Dc,2,4,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3060_m8_Dc,2,7,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3060_m8_Dc,2,13,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3060_m8_Dc,2,19,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3060_m9_D0,2,1,12.276715278625488,0.6347817182540894,0.48329471548398334
arithmetic_N3060_m9_D0,2,4,12.345584869384766,0.6012076338132223,0.6276457111040751
arithmetic_N3060_m9_D0,2,7,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N3060_m9_D0,2,13,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N3060_m9_D0,2,19,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N3060_m9_Dc,2,1,12.58675448099772,0.6238337159156799,0.39596495032310486
arithmetic_N3060_m9_Dc,2,4,12.75868002573649,0.5857307116190592,0.586804062128067
arithmetic_N3060_m9_Dc,2,7,17.645963668823242,0.24124203125635782,0.8346746563911438
arithmetic_N3060_m9_Dc,2,13,17.645963668823242,0.24124203125635782,0.8346746563911438
arithmetic_N3060_m9_Dc,2,19,17.645963668823242,0.24124203622341156,0.8346746563911438
arithmetic_N3572_m7_D0,2,1,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3572_m7_D0,2,4,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3572_m7_D0,2,7,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3572_m7_D0,2,13,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3572_m7_D0,2,19,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N3572_m7_Dc,2,1,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3572_m7_Dc,2,4,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3572_m7_Dc,2,7,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3572_m7_Dc,2,13,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3572_m7_Dc,2,19,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N3572_m8_D0,2,1,13.056869188944498,0.5236076414585114,0.7216472228368124
arithmetic_N3572_m8_D0,2,4,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3572_m8_D0,2,7,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3572_m8_D0,2,13,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3572_m8_D0,2,19,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N3572_m8_Dc,2,1,13.73564370473226,0.4946512182553609,0.6669243971506754
arithmetic_N3572_m8_Dc,2,4,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3572_m8_Dc,2,7,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3572_m8_Dc,2,13,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3572_m8_Dc,2,19,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N3572_m9_D0,2,1,12.66888395945231,0.6182965834935507,0.2886083374420802
arithmetic_N3572_m9_D0,2,4,14.859903653462728,0.3821420768896739,0.7375371356805166
arithmetic_N3572_m9_D0,2,7,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N3572_m9_D0,2,13,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N3572_m9_D0,2,19,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N3572_m9_Dc,2,1,13.140893936157227,0.607483426729838,0.2119977076848348
arithmetic_N3572_m9_Dc,2,4,15.748929023742676,0.363885576526324,0.6559327840805054
arithmetic_N3572_m9_Dc,2,7,17.645963668823242,0.24124203622341156,0.8346746563911438
arithmetic_N3572_m9_Dc,2,13,17.645963668823242,0.24124203125635782,0.8346746563911438
arithmetic_N3572_m9_Dc,2,19,17.645963668823242,0.24124203125635782,0.8346746563911438
arithmetic_N4084_m7_D0,2,1,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N4084_m7_D0,2,4,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N4084_m7_D0,2,7,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N4084_m7_D0,2,13,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N4084_m7_D0,2,19,15.154129028320312,0.37340426445007324,0.8730372786521912
arithmetic_N4084_m7_Dc,2,1,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N4084_m7_Dc,2,4,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N4084_m7_Dc,2,7,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N4084_m7_Dc,2,13,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N4084_m7_Dc,2,19,16.168502807617188,0.3418770432472229,0.8712148666381836
arithmetic_N4084_m8_D0,2,1,15.76166025797526,0.3170484999815623,0.9015012383460999
arithmetic_N4084_m8_D0,2,4,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N4084_m8_D0,2,7,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N4084_m8_D0,2,13,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N4084_m8_D0,2,19,15.881024360656738,0.3094536364078522,0.9003390073776245
arithmetic_N4084_m8_Dc,2,1,16.78792444864909,0.2929394046465556,0.860660175482432
arithmetic_N4084_m8_Dc,2,4,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N4084_m8_Dc,2,7,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N4084_m8_Dc,2,13,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N4084_m8_Dc,2,19,16.93906593322754,0.2826482355594635,0.8518874645233154
arithmetic_N4084_m9_D0,2,1,12.547902743021647,0.6178238789240519,0.4962896903355916
arithmetic_N4084_m9_D0,2,4,15.884999910990397,0.3007023533185323,0.8684060374895731
arithmetic_N4084_m9_D0,2,7,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N4084_m9_D0,2,13,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N4084_m9_D0,2,19,16.637897491455078,0.25521984696388245,0.9067087173461914
arithmetic_N4084_m9_Dc,2,1,12.997751553853353,0.5953031778335571,0.41512906551361084
arithmetic_N4084_m9_Dc,2,4,16.867353757222492,0.2841402937968572,0.7651216189066569
arithmetic_N4084_m9_Dc,2,7,17.645963668823242,0.24124203125635782,0.8346746961275736
arithmetic_N4084_m9_Dc,2,13,17.645963668823242,0.24124203125635782,0.8346747756004333
arithmetic_N4084_m9_Dc,2,19,17.645963668823242,0.24124203622341156,0.8346747756004333
m8_D0,2,1,14.87907600402832,0.3977976044019063,0.6752815246582031
m8_D0,2,4,15.881024360656738,0.3094536364078522,0.9003390073776245
m8_D0,2,7,15.881024360656738,0.3094536364078522,0.9003390073776245
m8_D0,2,13,15.881024360656738,0.3094536364078522,0.9003390073776245
m8_D0,2,19,15.881024360656738,0.3094536364078522,0.9003390073776245
m8_Dc_only,2,1,15.694540977478027,0.3755991558233897,0.5893921156724294
m8_Dc_only,2,4,16.93906593322754,0.2826482355594635,0.8518874645233154
m8_Dc_only,2,7,16.93906593322754,0.2826482355594635,0.8518874645233154
m8_Dc_only,2,13,16.93906593322754,0.2826482355594635,0.8518874645233154
m8_Dc_only,2,19,16.93906593322754,0.2826482355594635,0.8518874645233154
m8_plus_latent_1024,2,1,17.084197998046875,0.33047549923261005,0.6094846328099569
m8_plus_latent_1024,2,4,18.076138178507488,0.2435773958762487,0.8309221466382345
m8_plus_latent_1024,2,7,18.245346705118816,0.23662042617797852,0.851456860701243
m8_plus_latent_1024,2,13,18.395355860392254,0.228185107310613,0.8703184922536215
m8_plus_latent_1024,2,19,18.42574691772461,0.22602004806200662,0.8736531138420105
m8_plus_latent_512,2,1,17.068970998128254,0.3520349661509196,0.6338993012905121
m8_plus_latent_512,2,4,17.806628545125324,0.26885490616162616,0.8700745503107706
m8_plus_latent_512,2,7,17.93195343017578,0.26340461770693463,0.8705098628997803
m8_plus_latent_512,2,13,18.063067118326824,0.2571469744046529,0.8748373786608378
m8_plus_latent_512,2,19,18.10715675354004,0.25560996929804486,0.8737919926643372
m8_receiver_only_refiner,2,1,16.003341674804688,0.3866960306962331,0.52780153354009
m8_receiver_only_refiner,2,4,17.117496490478516,0.29009177287419635,0.8161851167678833
m8_receiver_only_refiner,2,7,17.11734390258789,0.2901112735271454,0.8163402676582336
m8_receiver_only_refiner,2,13,17.117294311523438,0.2901744743188222,0.8166910409927368
m8_receiver_only_refiner,2,19,17.11748695373535,0.290253221988678,0.8171128034591675
raw_N3060_m7_D0,2,1,15.154129028320312,0.37340426445007324,0.8730372786521912
raw_N3060_m7_D0,2,4,15.154129028320312,0.37340426445007324,0.8730372786521912
raw_N3060_m7_D0,2,7,15.154129028320312,0.37340426445007324,0.8730372786521912
raw_N3060_m7_D0,2,13,15.154129028320312,0.37340426445007324,0.8730372786521912
raw_N3060_m7_D0,2,19,15.154129028320312,0.37340426445007324,0.8730372786521912
raw_N3060_m7_Dc,2,1,16.168502807617188,0.3418770432472229,0.8712148666381836
raw_N3060_m7_Dc,2,4,16.168502807617188,0.3418770432472229,0.8712148666381836
raw_N3060_m7_Dc,2,7,16.168502807617188,0.3418770432472229,0.8712148666381836
raw_N3060_m7_Dc,2,13,16.168502807617188,0.3418770432472229,0.8712148666381836
raw_N3060_m7_Dc,2,19,16.168502807617188,0.3418770432472229,0.8712148666381836
raw_N3060_m8_D0,2,1,14.87907600402832,0.3977976143360138,0.6752815246582031
raw_N3060_m8_D0,2,4,15.881024360656738,0.3094536364078522,0.9003390073776245
raw_N3060_m8_D0,2,7,15.881024360656738,0.3094536364078522,0.9003390073776245
raw_N3060_m8_D0,2,13,15.881024360656738,0.3094536364078522,0.9003390073776245
raw_N3060_m8_D0,2,19,15.881024360656738,0.3094536364078522,0.9003390073776245
raw_N3060_m8_Dc,2,1,15.694540977478027,0.37559916575749713,0.5893921156724294
raw_N3060_m8_Dc,2,4,16.93906593322754,0.2826482355594635,0.8518874645233154
raw_N3060_m8_Dc,2,7,16.93906593322754,0.2826482355594635,0.8518874645233154
raw_N3060_m8_Dc,2,13,16.93906593322754,0.2826482355594635,0.8518874645233154
raw_N3060_m8_Dc,2,19,16.93906593322754,0.2826482355594635,0.8518874645233154
raw_N3060_m9_D0,2,1,11.981623967488607,0.6466897130012512,0.12956536809603372
raw_N3060_m9_D0,2,4,13.204376538594564,0.5712681214014689,0.18881266315778097
raw_N3060_m9_D0,2,7,16.637897491455078,0.25521984696388245,0.9067087173461914
raw_N3060_m9_D0,2,13,16.637897491455078,0.25521984696388245,0.9067087173461914
