region,arm,control,metric,difference,ci_low,ci_high,source_images
snr_7,conditioned,raw_adaptive,lpips,0.06496641744549077,0.05993538436728219,0.07019529429854204,100
snr_7,conditioned,raw_adaptive,dino,-0.11459829270839691,-0.12887917005022367,-0.10062883355220159,100
snr_7,conditioned,raw_adaptive,mse,-0.0013162329608739256,-0.0016314341019695495,-0.00101586215875457,100
snr_7,conditioned,arithmetic_adaptive,psnr_db,0.5440768559773764,0.4137052608331044,0.6734918880462647,100
snr_7,conditioned,arithmetic_adaptive,lpips,0.06632389097784956,0.06134249462218335,0.07150819223684568,100
snr_7,conditioned,arithmetic_adaptive,dino,-0.11657593170801799,-0.13075287727018198,-0.10274158527453742,100
snr_7,conditioned,arithmetic_adaptive,mse,-0.001182665622206431,-0.0014776881389258084,-0.0009035672504441982,100
snr_7,conditioned,perceptual_deepjscc,psnr_db,-3.587343851725261,-3.715329471588135,-3.459017912546794,100
snr_7,conditioned,perceptual_deepjscc,lpips,0.035895692538470025,0.027694195895455777,0.04438264325199029,100
snr_7,conditioned,perceptual_deepjscc,dino,0.15176087205608682,0.12511292286962272,0.17897126813481248,100
snr_7,conditioned,perceptual_deepjscc,mse,0.004757134554229912,0.004162736035632732,0.005399812256333199,100
snr_7,conditioned,raw_m7,psnr_db,3.6664806811014814,3.4242420324484506,3.907800537427267,100
snr_7,conditioned,raw_m7,lpips,-0.03136694065605601,-0.03453667066339403,-0.02821428889983023,100
snr_7,conditioned,raw_m7,dino,-0.042701538602511094,-0.05475327358643214,-0.030806634142994883,100
snr_7,conditioned,raw_m7,mse,-0.010528874548433159,-0.01177991855675371,-0.00931819426516013,100
snr_7,conditioned,raw_m8,psnr_db,2.0765563742319744,1.9281543434460955,2.2303245138327283,100
snr_7,conditioned,raw_m8,lpips,0.02529607671002547,0.02166557747653375,0.029072503629140545,100
snr_7,conditioned,raw_m8,dino,-0.08252953330675761,-0.09649049500127635,-0.06818154872457187,100
snr_7,conditioned,raw_m8,mse,-0.00500374615148976,-0.005684686487659418,-0.004368053331995941,100
snr_7,conditioned,raw_m9,psnr_db,0.5984937000274658,0.46107829793294286,0.7369416996637979,100
snr_7,conditioned,raw_m9,lpips,0.06496641744549077,0.05993538436728219,0.07019529429854204,100
snr_7,conditioned,raw_m9,dino,-0.11459829270839691,-0.12887917005022367,-0.10062883355220159,100
snr_7,conditioned,raw_m9,mse,-0.0013162329608739256,-0.0016314341019695495,-0.00101586215875457,100
snr_7,unconditioned,raw_adaptive,psnr_db,0.19986663500467927,0.06634062266349802,0.3331853902339935,100
snr_7,unconditioned,raw_adaptive,lpips,0.05942657084514698,0.05448615008530518,0.06449710752566652,100
snr_7,unconditioned,raw_adaptive,dino,-0.10969094812870027,-0.12345637316008408,-0.09681539225578312,100
snr_7,unconditioned,raw_adaptive,mse,-0.000450445519536134,-0.0007015567644122645,-0.00021256463409170007,100
snr_7,unconditioned,arithmetic_adaptive,psnr_db,0.14544979095458982,0.019244483311971095,0.270105447769165,100
snr_7,unconditioned,arithmetic_adaptive,lpips,0.06078404437750578,0.05601982020152112,0.06577401323926946,100
snr_7,unconditioned,arithmetic_adaptive,dino,-0.11166858712832133,-0.12529050082961715,-0.09897292765478292,100
snr_7,unconditioned,arithmetic_adaptive,mse,-0.0003168781808686396,-0.0005356986013979346,-0.0001032643711446425,100
snr_7,unconditioned,perceptual_deepjscc,psnr_db,-3.9859709167480464,-4.130543281714121,-3.8410983203252154,100
snr_7,unconditioned,perceptual_deepjscc,lpips,0.03035584593812624,0.021599446582607925,0.039266128067237636,100
snr_7,unconditioned,perceptual_deepjscc,dino,0.1566682166357835,0.12910560295730833,0.18501956662784022,100
snr_7,unconditioned,perceptual_deepjscc,mse,0.005622921995567702,0.004903996155545464,0.006393547734273449,100
snr_7,conditioned_spatial_shuffle,conditioned,psnr_db,-0.9790671062469483,-1.0481496374607087,-0.9112167490323384,100
snr_7,conditioned_spatial_shuffle,conditioned,lpips,0.04262991902107993,0.036240731148670116,0.049225356231598794,100
