method,source_id,repeat,tx_ms,rx_ms,total_ms
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n01943899/ILSVRC2012_val_00005706_n01943899,1,171.65076395031065,146.32796600926667,317.9787299595773
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m8,n01943899/ILSVRC2012_val_00005706_n01943899,2,172.68000298645347,147.0652719726786,319.7452749591321
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n01943899/ILSVRC2012_val_00005706_n01943899,0,170.6033240770921,160.95855506137013,331.56187913846225
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n01943899/ILSVRC2012_val_00005706_n01943899,1,171.4612430660054,160.66854004748166,332.12978311348706
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m9,n01943899/ILSVRC2012_val_00005706_n01943899,2,171.1933659389615,160.42290604673326,331.61627198569477
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n01943899/ILSVRC2012_val_00005706_n01943899,0,170.5478390213102,160.818096017465,331.3659350387752
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n01943899/ILSVRC2012_val_00005706_n01943899,1,171.486216946505,160.9803989995271,332.4666159460321
token-efficiency-digital-v1/arithmetic/QPSK/N3060/m10,n01943899/ILSVRC2012_val_00005706_n01943899,2,171.45786294713616,160.86230205837637,332.32016500551254
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n01943899/ILSVRC2012_val_00005706_n01943899,0,169.6398810017854,131.88557396642864,301.52545496821404
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n01943899/ILSVRC2012_val_00005706_n01943899,1,175.0972110312432,133.84403905365616,308.94125008489937
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m6,n01943899/ILSVRC2012_val_00005706_n01943899,2,174.7953990707174,132.261032005772,307.0564310764894
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n01943899/ILSVRC2012_val_00005706_n01943899,0,173.81617205683142,139.5483820233494,313.3645540801808
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n01943899/ILSVRC2012_val_00005706_n01943899,1,173.5755359986797,137.43131002411246,311.00684602279216
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m7,n01943899/ILSVRC2012_val_00005706_n01943899,2,173.40561910532415,137.76282500475645,311.1684441100806
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m8,n01943899/ILSVRC2012_val_00005706_n01943899,0,172.23726399242878,147.9376379866153,320.1749019790441
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m8,n01943899/ILSVRC2012_val_00005706_n01943899,1,172.82632901333272,146.50501497089863,319.33134398423135
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m8,n01943899/ILSVRC2012_val_00005706_n01943899,2,173.2034020824358,147.4339800188318,320.6373821012676
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m9,n01943899/ILSVRC2012_val_00005706_n01943899,0,170.8897779462859,160.93606199137866,331.82583993766457
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m9,n01943899/ILSVRC2012_val_00005706_n01943899,1,171.02660203818232,162.81465999782085,333.8412620360032
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m9,n01943899/ILSVRC2012_val_00005706_n01943899,2,173.73744607903063,161.37739992700517,335.1148460060358
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m10,n01943899/ILSVRC2012_val_00005706_n01943899,0,178.2910709735006,182.89718707092106,361.1882580444217
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m10,n01943899/ILSVRC2012_val_00005706_n01943899,1,176.39301205053926,180.25374598801136,356.6467580385506
token-efficiency-digital-v1/arithmetic/QPSK/N4084/m10,n01943899/ILSVRC2012_val_00005706_n01943899,2,177.62613506056368,181.49398604873568,359.12012110929936
token-efficiency-digital-v1/raw/QPSK/N2048/m6,n02106550/ILSVRC2012_val_00014315_n02106550,0,9.993714978918433,118.22132393717766,128.2150389160961
token-efficiency-digital-v1/raw/QPSK/N2048/m6,n02106550/ILSVRC2012_val_00014315_n02106550,1,9.832103969529271,118.0792519589886,127.91135592851788
token-efficiency-digital-v1/raw/QPSK/N2048/m6,n02106550/ILSVRC2012_val_00014315_n02106550,2,9.808975039049983,118.33345703780651,128.1424320768565
token-efficiency-digital-v1/raw/QPSK/N2048/m7,n02106550/ILSVRC2012_val_00014315_n02106550,0,10.36568800918758,118.23685001581907,128.60253802500665
token-efficiency-digital-v1/raw/QPSK/N2048/m7,n02106550/ILSVRC2012_val_00014315_n02106550,1,10.169430053792894,117.92588699609041,128.0953170498833
token-efficiency-digital-v1/raw/QPSK/N2048/m7,n02106550/ILSVRC2012_val_00014315_n02106550,2,10.193106019869447,117.76968697085977,127.96279299072921
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n02106550/ILSVRC2012_val_00014315_n02106550,0,10.908350930549204,118.4843210503459,129.3926719808951
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n02106550/ILSVRC2012_val_00014315_n02106550,1,10.76454296708107,117.79217806179076,128.55672102887183
token-efficiency-digital-v1/raw/QPSK/N2048/m8,n02106550/ILSVRC2012_val_00014315_n02106550,2,10.735333082266152,117.96087003313005,128.6962031153962
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n02106550/ILSVRC2012_val_00014315_n02106550,0,9.963594027794898,118.02862398326397,127.99221801105887
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n02106550/ILSVRC2012_val_00014315_n02106550,1,9.797355043701828,117.56076302845031,127.35811807215214
token-efficiency-digital-v1/raw/QPSK/N3060/m6,n02106550/ILSVRC2012_val_00014315_n02106550,2,9.807592025026679,117.72490292787552,127.5324949529022
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n02106550/ILSVRC2012_val_00014315_n02106550,0,10.381149942986667,121.03173707146198,131.41288701444864
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n02106550/ILSVRC2012_val_00014315_n02106550,1,10.251568048261106,118.01704298704863,128.26861103530973
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n02106550/ILSVRC2012_val_00014315_n02106550,2,10.197433992289007,117.57518607191741,127.77262006420642
