method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,psnr_db,lpips_alex,dino_cosine
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2001,4084,8168,1,1,True,125,24.4600772857666,0.13413742184638977,0.9110244512557983
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2002,4084,8168,1,1,True,158,24.268911361694336,0.13518328964710236,0.9080312252044678
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2002,4084,8168,1,1,True,125,24.317752838134766,0.13422919809818268,0.9101863503456116
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2003,4084,8168,1,1,True,158,24.277538299560547,0.1341319978237152,0.9127566814422607
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2003,4084,8168,1,1,True,125,24.324960708618164,0.13357071578502655,0.9139217734336853
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2001,4084,8168,1,1,True,158,24.475709915161133,0.13330748677253723,0.9123931527137756
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2001,4084,8168,1,1,True,125,24.480266571044922,0.13302543759346008,0.9131466150283813
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2002,4084,8168,1,1,True,158,24.384462356567383,0.1330367475748062,0.9137247800827026
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2002,4084,8168,1,1,True,125,24.404888153076172,0.1327989548444748,0.9144817590713501
source,46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2003,4084,8168,1,1,True,158,24.38968849182129,0.1330108344554901,0.915329098701477
residual,46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2003,4084,8168,1,1,True,125,24.409385681152344,0.13273493945598602,0.9160025119781494
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2001,4084,8168,1,0,True,114,20.6136474609375,0.14651301503181458,0.6559288501739502
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2001,4084,8168,1,0,True,87,20.205738067626953,0.1569419801235199,0.6054707765579224
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2002,4084,8168,1,0,True,114,19.477659225463867,0.2184341698884964,0.6298316121101379
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2002,4084,8168,1,0,True,87,19.079788208007812,0.229629248380661,0.5861028432846069
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2003,4084,8168,1,0,True,114,18.436372756958008,0.24614886939525604,0.8399151563644409
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2003,4084,8168,1,0,True,87,18.011890411376953,0.26268988847732544,0.8412773609161377
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2001,4084,8168,1,1,True,114,21.411428451538086,0.13020466268062592,0.8777673840522766
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2001,4084,8168,1,1,True,87,21.539371490478516,0.12773923575878143,0.875929594039917
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2002,4084,8168,1,1,True,114,21.585777282714844,0.1277659833431244,0.8218744993209839
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2002,4084,8168,1,1,True,87,21.716934204101562,0.12425879389047623,0.8210759162902832
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2003,4084,8168,1,1,True,114,21.274778366088867,0.13142645359039307,0.8473073244094849
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2003,4084,8168,1,1,True,87,21.379854202270508,0.1295335292816162,0.8492322564125061
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2001,4084,8168,1,1,True,114,21.69539451599121,0.1251414269208908,0.8727743029594421
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2001,4084,8168,1,1,True,87,21.810834884643555,0.12352687120437622,0.8692392110824585
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2002,4084,8168,1,1,True,114,21.843299865722656,0.12130632996559143,0.8186682462692261
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2002,4084,8168,1,1,True,87,21.92838478088379,0.11962924897670746,0.8178709149360657
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2003,4084,8168,1,1,True,114,21.521419525146484,0.12790647149085999,0.8507003784179688
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2003,4084,8168,1,1,True,87,21.649105072021484,0.1262076050043106,0.8507388830184937
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2001,4084,8168,1,1,True,114,22.075769424438477,0.11984455585479736,0.8578743934631348
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2001,4084,8168,1,1,True,87,22.11245346069336,0.11930572241544724,0.8570622801780701
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2002,4084,8168,1,1,True,114,22.110631942749023,0.11599933356046677,0.8242098689079285
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2002,4084,8168,1,1,True,87,22.138044357299805,0.1157432496547699,0.8274968862533569
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2003,4084,8168,1,1,True,114,22.00912857055664,0.12141554057598114,0.8480224609375
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2003,4084,8168,1,1,True,87,22.063720703125,0.12041102349758148,0.8478788733482361
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2001,4084,8168,1,1,True,114,22.19388771057129,0.1176782101392746,0.8554243445396423
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2001,4084,8168,1,1,True,87,22.1988468170166,0.11755093932151794,0.8549807071685791
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2002,4084,8168,1,1,True,114,22.19997215270996,0.11527849733829498,0.8376567363739014
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2002,4084,8168,1,1,True,87,22.20488739013672,0.11539322137832642,0.8400425910949707
source,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2003,4084,8168,1,1,True,114,22.17412567138672,0.11822091042995453,0.8500889539718628
residual,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2003,4084,8168,1,1,True,87,22.1824951171875,0.11797721683979034,0.8506323099136353
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2001,4084,8168,1,0,True,162,15.663091659545898,0.21651044487953186,0.8398146629333496
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2001,4084,8168,1,0,True,131,15.352958679199219,0.23260296881198883,0.8452633619308472
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2002,4084,8168,1,0,True,162,15.445456504821777,0.22695571184158325,0.8648102283477783
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2002,4084,8168,1,0,True,131,15.082027435302734,0.24251209199428558,0.8587477207183838
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2003,4084,8168,1,0,True,162,14.687013626098633,0.26821374893188477,0.8238117694854736
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2003,4084,8168,1,0,True,131,14.154178619384766,0.2910236120223999,0.7976688146591187
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2001,4084,8168,1,1,True,162,19.31096649169922,0.12776301801204681,0.9324221611022949
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2001,4084,8168,1,1,True,131,19.415781021118164,0.12533767521381378,0.937041163444519
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2002,4084,8168,1,1,True,162,19.3194522857666,0.12587155401706696,0.9298731088638306
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2002,4084,8168,1,1,True,131,19.427627563476562,0.12504258751869202,0.9339823722839355
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2003,4084,8168,1,1,True,162,19.36591911315918,0.12746086716651917,0.9273521304130554
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2003,4084,8168,1,1,True,131,19.476259231567383,0.1254047155380249,0.9310133457183838
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2001,4084,8168,1,1,True,162,19.50572395324707,0.1236361563205719,0.9394434094429016
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2001,4084,8168,1,1,True,131,19.58674430847168,0.12205637991428375,0.9410623908042908
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2002,4084,8168,1,1,True,162,19.517858505249023,0.12415905296802521,0.9370286464691162
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2002,4084,8168,1,1,True,131,19.596614837646484,0.1234838142991066,0.9400492906570435
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2003,4084,8168,1,1,True,162,19.568071365356445,0.12401531636714935,0.9334807991981506
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2003,4084,8168,1,1,True,131,19.646160125732422,0.12258238345384598,0.9362426996231079
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2001,4084,8168,1,1,True,162,19.738258361816406,0.11964281648397446,0.9435086250305176
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2001,4084,8168,1,1,True,131,19.76883316040039,0.11933553218841553,0.9439714550971985
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2002,4084,8168,1,1,True,162,19.740760803222656,0.1213788166642189,0.9442574381828308
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2002,4084,8168,1,1,True,131,19.769533157348633,0.12111581116914749,0.9444721937179565
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2003,4084,8168,1,1,True,162,19.781404495239258,0.11997903883457184,0.9408963918685913
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2003,4084,8168,1,1,True,131,19.805105209350586,0.11957956850528717,0.9421548247337341
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2001,4084,8168,1,1,True,162,19.817697525024414,0.1191941499710083,0.9443812370300293
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2001,4084,8168,1,1,True,131,19.82647705078125,0.11924584954977036,0.94443678855896
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2002,4084,8168,1,1,True,162,19.817203521728516,0.12082444876432419,0.9445536732673645
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2002,4084,8168,1,1,True,131,19.826040267944336,0.12063770741224289,0.9445012807846069
source,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2003,4084,8168,1,1,True,162,19.8402099609375,0.11933788657188416,0.9439558982849121
residual,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2003,4084,8168,1,1,True,131,19.845243453979492,0.11937621235847473,0.9442063570022583
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2001,4084,8168,1,0,False,0,16.514108657836914,0.27543994784355164,0.6310713291168213
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2001,4084,8168,1,0,True,112,16.51922607421875,0.26467394828796387,0.6595885753631592
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2002,4084,8168,1,0,True,149,19.3541259765625,0.22753237187862396,0.7239665985107422
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2002,4084,8168,1,0,True,112,18.82074737548828,0.24410875141620636,0.6644008159637451
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2003,4084,8168,1,0,True,149,20.481245040893555,0.1734715849161148,0.8131692409515381
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2003,4084,8168,1,0,True,112,20.369108200073242,0.17160075902938843,0.7877640724182129
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2001,4084,8168,1,1,True,149,20.633771896362305,0.1404934674501419,0.857971727848053
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2001,4084,8168,1,1,True,112,20.743120193481445,0.1387675255537033,0.8636322021484375
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2002,4084,8168,1,1,True,149,20.6281681060791,0.14773541688919067,0.8731813430786133
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2002,4084,8168,1,1,True,112,20.735809326171875,0.14486706256866455,0.8787038326263428
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2003,4084,8168,1,1,True,149,20.607379913330078,0.14718040823936462,0.8843245506286621
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2003,4084,8168,1,1,True,112,20.722183227539062,0.14468815922737122,0.8835055828094482
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2001,4084,8168,1,1,True,149,20.82292366027832,0.13783881068229675,0.8675483465194702
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2001,4084,8168,1,1,True,112,20.90132713317871,0.13696326315402985,0.8706880211830139
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2002,4084,8168,1,1,True,149,20.818891525268555,0.1435641199350357,0.8816927075386047
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2002,4084,8168,1,1,True,112,20.900070190429688,0.1417316198348999,0.8830438256263733
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2003,4084,8168,1,1,True,149,20.805091857910156,0.14358876645565033,0.8846105337142944
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2003,4084,8168,1,1,True,112,20.884056091308594,0.14196427166461945,0.8849529027938843
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2001,4084,8168,1,1,True,149,21.03451919555664,0.1364438384771347,0.8728338479995728
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2001,4084,8168,1,1,True,112,21.06386947631836,0.1362001746892929,0.8734635710716248
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2002,4084,8168,1,1,True,149,21.03786849975586,0.13904747366905212,0.8832484483718872
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2002,4084,8168,1,1,True,112,21.067541122436523,0.1381961703300476,0.8820637464523315
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2003,4084,8168,1,1,True,149,21.018157958984375,0.13926364481449127,0.8812634944915771
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2003,4084,8168,1,1,True,112,21.04969024658203,0.1382649689912796,0.8803462982177734
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2001,4084,8168,1,1,True,149,21.10503387451172,0.1358286291360855,0.8751540184020996
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2001,4084,8168,1,1,True,112,21.11425018310547,0.13573482632637024,0.8763783574104309
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2002,4084,8168,1,1,True,149,21.108198165893555,0.13694041967391968,0.8806704878807068
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2002,4084,8168,1,1,True,112,21.117351531982422,0.13649211823940277,0.8805225491523743
source,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2003,4084,8168,1,1,True,149,21.094350814819336,0.13693584501743317,0.8792113661766052
residual,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2003,4084,8168,1,1,True,112,21.10568618774414,0.1365477591753006,0.8791146874427795
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2001,4084,8168,1,0,True,174,17.819284439086914,0.18740764260292053,0.8227001428604126
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2001,4084,8168,1,0,True,143,17.380277633666992,0.1931065171957016,0.8306182622909546
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2002,4084,8168,1,0,True,174,16.34613800048828,0.25134512782096863,0.487887978553772
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2002,4084,8168,1,0,True,143,15.902706146240234,0.2696046233177185,0.4731983244419098
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2003,4084,8168,1,0,True,174,17.347665786743164,0.2061038315296173,0.8278201818466187
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2003,4084,8168,1,0,True,143,17.102815628051758,0.2126622498035431,0.7739438414573669
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2001,4084,8168,1,1,True,174,19.268526077270508,0.14580923318862915,0.7325039505958557
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2001,4084,8168,1,1,True,143,19.404708862304688,0.14304865896701813,0.7454441785812378
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2002,4084,8168,1,1,True,174,19.141578674316406,0.15044361352920532,0.7900111675262451
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2002,4084,8168,1,1,True,143,19.287799835205078,0.14586268365383148,0.8015952110290527
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2003,4084,8168,1,1,True,174,19.099159240722656,0.14625518023967743,0.7701708674430847
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2003,4084,8168,1,1,True,143,19.247276306152344,0.14285078644752502,0.7852516174316406
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2001,4084,8168,1,1,True,174,19.53422737121582,0.1404435932636261,0.7611117959022522
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2001,4084,8168,1,1,True,143,19.638025283813477,0.13858382403850555,0.7674968838691711
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2002,4084,8168,1,1,True,174,19.420663833618164,0.1429229974746704,0.7956727147102356
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2002,4084,8168,1,1,True,143,19.53352928161621,0.14064788818359375,0.7857356071472168
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2003,4084,8168,1,1,True,174,19.386837005615234,0.14008378982543945,0.7910177111625671
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2003,4084,8168,1,1,True,143,19.51055145263672,0.13767758011817932,0.7906903028488159
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2001,4084,8168,1,1,True,174,19.831729888916016,0.13441313803195953,0.7622768878936768
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2001,4084,8168,1,1,True,143,19.86066246032715,0.13373878598213196,0.7626857757568359
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2002,4084,8168,1,1,True,174,19.752761840820312,0.13679000735282898,0.7768015265464783
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2002,4084,8168,1,1,True,143,19.79200553894043,0.13593101501464844,0.7768926620483398
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2003,4084,8168,1,1,True,174,19.756975173950195,0.13307125866413116,0.7759330868721008
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2003,4084,8168,1,1,True,143,19.800647735595703,0.13235574960708618,0.7703700661659241
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,4084,8168,1,1,True,174,19.906591415405273,0.1326185017824173,0.7606001496315002
residual,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,4084,8168,1,1,True,143,19.909130096435547,0.13245582580566406,0.7599459290504456
source,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2002,4084,8168,1,1,True,174,19.862520217895508,0.13395729660987854,0.7728174924850464
