method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,psnr_db,lpips_alex,dino_cosine
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,1.0,2001,4084,8168,1,0,True,147,11.052355766296387,0.46379899978637695,0.37050551176071167
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,1.0,2002,4084,8168,1,0,True,166,17.844722747802734,0.244304358959198,0.874239444732666
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,1.0,2002,4084,8168,1,0,True,147,17.58568572998047,0.26042062044143677,0.8696236610412598
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,1.0,2003,4084,8168,1,0,True,166,16.311859130859375,0.31753045320510864,0.7215898036956787
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,1.0,2003,4084,8168,1,0,True,147,15.915782928466797,0.33488142490386963,0.6785895824432373
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,4.0,2001,4084,8168,1,1,True,166,19.348682403564453,0.21849240362644196,0.8826692700386047
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,4.0,2001,4084,8168,1,1,True,147,19.413373947143555,0.21602559089660645,0.886356770992279
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,4.0,2002,4084,8168,1,1,True,166,19.20100975036621,0.20973777770996094,0.8747880458831787
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,4.0,2002,4084,8168,1,1,True,147,19.2618350982666,0.20621830224990845,0.8776383399963379
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,4.0,2003,4084,8168,1,1,True,166,19.30529022216797,0.21735817193984985,0.8625940084457397
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,4.0,2003,4084,8168,1,1,True,147,19.373802185058594,0.21428075432777405,0.8634179830551147
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,7.0,2001,4084,8168,1,1,True,166,19.50175666809082,0.21163834631443024,0.8894003033638
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,7.0,2001,4084,8168,1,1,True,147,19.552255630493164,0.20869381725788116,0.8892056345939636
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,7.0,2002,4084,8168,1,1,True,166,19.36886215209961,0.20311610400676727,0.8820996284484863
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,7.0,2002,4084,8168,1,1,True,147,19.425247192382812,0.20184949040412903,0.8833089470863342
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,7.0,2003,4084,8168,1,1,True,166,19.47101402282715,0.2106669396162033,0.8665581345558167
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,7.0,2003,4084,8168,1,1,True,147,19.525897979736328,0.20861253142356873,0.8676331639289856
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,13.0,2001,4084,8168,1,1,True,166,19.68413543701172,0.20082025229930878,0.8884999752044678
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,13.0,2001,4084,8168,1,1,True,147,19.704269409179688,0.19980157911777496,0.8875719308853149
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,13.0,2002,4084,8168,1,1,True,166,19.613140106201172,0.19947035610675812,0.883496105670929
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,13.0,2002,4084,8168,1,1,True,147,19.642070770263672,0.19871880114078522,0.883144736289978
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,13.0,2003,4084,8168,1,1,True,166,19.674148559570312,0.20272758603096008,0.8747719526290894
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,13.0,2003,4084,8168,1,1,True,147,19.696561813354492,0.20145368576049805,0.8754043579101562
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,19.0,2001,4084,8168,1,1,True,166,19.749618530273438,0.19749099016189575,0.8847381472587585
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,19.0,2001,4084,8168,1,1,True,147,19.756521224975586,0.19718830287456512,0.8837894797325134
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,19.0,2002,4084,8168,1,1,True,166,19.71731185913086,0.19668957591056824,0.8816781044006348
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,19.0,2002,4084,8168,1,1,True,147,19.72797203063965,0.19634892046451569,0.8810727596282959
source,80,n04346328/ILSVRC2012_val_00003305_n04346328,19.0,2003,4084,8168,1,1,True,166,19.74744987487793,0.19791987538337708,0.878280520439148
residual,80,n04346328/ILSVRC2012_val_00003305_n04346328,19.0,2003,4084,8168,1,1,True,147,19.754735946655273,0.19731943309307098,0.8782302141189575
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,1.0,2001,4084,8168,1,0,True,159,18.834720611572266,0.2237219512462616,0.8299719095230103
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,1.0,2001,4084,8168,1,0,True,124,18.36920928955078,0.23574534058570862,0.8301703929901123
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,1.0,2002,4084,8168,1,0,True,159,18.732431411743164,0.23575781285762787,0.7923449277877808
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,1.0,2002,4084,8168,1,0,True,124,18.30721664428711,0.25095251202583313,0.7627602219581604
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,1.0,2003,4084,8168,1,0,True,159,15.960474014282227,0.3415388762950897,0.5712474584579468
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,1.0,2003,4084,8168,1,0,True,124,15.33160400390625,0.36904528737068176,0.47914743423461914
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,4.0,2001,4084,8168,1,1,True,159,21.12728500366211,0.15502068400382996,0.8596608638763428
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,4.0,2001,4084,8168,1,1,True,124,21.24791717529297,0.1521388590335846,0.8625044822692871
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,4.0,2002,4084,8168,1,1,True,159,21.03076934814453,0.15606263279914856,0.8482716083526611
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,4.0,2002,4084,8168,1,1,True,124,21.169309616088867,0.15217936038970947,0.8531782627105713
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,4.0,2003,4084,8168,1,1,True,159,21.157100677490234,0.1565360277891159,0.8781939148902893
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,4.0,2003,4084,8168,1,1,True,124,21.2764949798584,0.15376999974250793,0.8763064742088318
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2001,4084,8168,1,1,True,159,21.322677612304688,0.1504286676645279,0.8646011352539062
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2001,4084,8168,1,1,True,124,21.415916442871094,0.14849531650543213,0.8667681217193604
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2002,4084,8168,1,1,True,159,21.253032684326172,0.15041178464889526,0.8566780090332031
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2002,4084,8168,1,1,True,124,21.362754821777344,0.14825911819934845,0.8603581190109253
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2003,4084,8168,1,1,True,159,21.35004234313965,0.15217478573322296,0.87578284740448
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2003,4084,8168,1,1,True,124,21.440656661987305,0.15017952024936676,0.8745592832565308
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2001,4084,8168,1,1,True,159,21.556978225708008,0.14497241377830505,0.8686113357543945
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2001,4084,8168,1,1,True,124,21.594558715820312,0.14433397352695465,0.8690781593322754
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2002,4084,8168,1,1,True,159,21.531679153442383,0.14555689692497253,0.8629570007324219
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2002,4084,8168,1,1,True,124,21.5767879486084,0.14465214312076569,0.8626137971878052
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2003,4084,8168,1,1,True,159,21.57447624206543,0.14702057838439941,0.8705157041549683
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2003,4084,8168,1,1,True,124,21.608478546142578,0.14601102471351624,0.8693289160728455
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2001,4084,8168,1,1,True,159,21.63938331604004,0.1432715505361557,0.8682444095611572
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2001,4084,8168,1,1,True,124,21.653369903564453,0.1429482400417328,0.8677116632461548
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2002,4084,8168,1,1,True,159,21.63040542602539,0.14342208206653595,0.8621888160705566
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2002,4084,8168,1,1,True,124,21.646121978759766,0.1430436223745346,0.8625475168228149
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2003,4084,8168,1,1,True,159,21.647624969482422,0.14446797966957092,0.8673676252365112
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2003,4084,8168,1,1,True,124,21.659610748291016,0.14395146071910858,0.866981565952301
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2001,4084,8168,1,0,True,152,17.466320037841797,0.2627354562282562,0.6756466031074524
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2001,4084,8168,1,0,True,133,17.064472198486328,0.2774236798286438,0.7113847732543945
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2002,4084,8168,1,0,True,152,15.42224407196045,0.3127998113632202,0.7935777306556702
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2002,4084,8168,1,0,True,133,14.752958297729492,0.33956342935562134,0.753417432308197
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2003,4084,8168,1,0,True,152,18.894664764404297,0.21699059009552002,0.7945126295089722
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2003,4084,8168,1,0,True,133,18.600059509277344,0.22040194272994995,0.7731838226318359
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,4.0,2001,4084,8168,1,1,True,152,19.38113784790039,0.19584718346595764,0.8192318677902222
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,4.0,2001,4084,8168,1,1,True,133,19.457012176513672,0.19271905720233917,0.8231732845306396
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,4.0,2002,4084,8168,1,1,True,152,19.439598083496094,0.19655674695968628,0.8043286800384521
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,4.0,2002,4084,8168,1,1,True,133,19.511951446533203,0.19474564492702484,0.8050262331962585
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,4.0,2003,4084,8168,1,1,True,152,19.461835861206055,0.20121750235557556,0.822961151599884
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,4.0,2003,4084,8168,1,1,True,133,19.531654357910156,0.19905917346477509,0.822231113910675
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,7.0,2001,4084,8168,1,1,True,152,19.548171997070312,0.19008901715278625,0.8280476927757263
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,7.0,2001,4084,8168,1,1,True,133,19.603618621826172,0.1880030632019043,0.8328437805175781
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,7.0,2002,4084,8168,1,1,True,152,19.59864616394043,0.19285622239112854,0.812675952911377
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,7.0,2002,4084,8168,1,1,True,133,19.652023315429688,0.19174078106880188,0.8193700909614563
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,7.0,2003,4084,8168,1,1,True,152,19.609495162963867,0.19646549224853516,0.8247306942939758
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,7.0,2003,4084,8168,1,1,True,133,19.658729553222656,0.1950911283493042,0.8273282051086426
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,13.0,2001,4084,8168,1,1,True,152,19.73137855529785,0.18464790284633636,0.8391359448432922
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,13.0,2001,4084,8168,1,1,True,133,19.75164031982422,0.18413053452968597,0.8398552536964417
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,13.0,2002,4084,8168,1,1,True,152,19.76813507080078,0.18888816237449646,0.8354240655899048
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,13.0,2002,4084,8168,1,1,True,133,19.78610610961914,0.1881396472454071,0.8368291258811951
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,13.0,2003,4084,8168,1,1,True,152,19.76348114013672,0.19149814546108246,0.8334506750106812
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,13.0,2003,4084,8168,1,1,True,133,19.780235290527344,0.19073240458965302,0.8346569538116455
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,19.0,2001,4084,8168,1,1,True,152,19.788400650024414,0.18452978134155273,0.8402613401412964
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,19.0,2001,4084,8168,1,1,True,133,19.79513931274414,0.1845422387123108,0.8405318856239319
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,19.0,2002,4084,8168,1,1,True,152,19.810684204101562,0.1867341697216034,0.838459312915802
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,19.0,2002,4084,8168,1,1,True,133,19.815181732177734,0.18648993968963623,0.838897705078125
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,19.0,2003,4084,8168,1,1,True,152,19.805307388305664,0.18853002786636353,0.8375953435897827
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,19.0,2003,4084,8168,1,1,True,133,19.80997085571289,0.18816694617271423,0.8383013010025024
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,1.0,2001,4084,8168,1,0,True,145,20.014305114746094,0.20245690643787384,0.8096789121627808
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,1.0,2001,4084,8168,1,0,True,123,19.60267448425293,0.21121704578399658,0.8122689127922058
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,1.0,2002,4084,8168,1,0,True,145,20.043649673461914,0.2359553724527359,0.8429661393165588
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,1.0,2002,4084,8168,1,0,True,123,19.72698211669922,0.2531767189502716,0.8387340307235718
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,1.0,2003,4084,8168,1,0,True,145,20.679325103759766,0.18980485200881958,0.8991291522979736
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,1.0,2003,4084,8168,1,0,True,123,20.417268753051758,0.19836556911468506,0.8943064212799072
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,4.0,2001,4084,8168,1,1,True,145,21.72272491455078,0.14647243916988373,0.9131554961204529
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,4.0,2001,4084,8168,1,1,True,123,21.814430236816406,0.14370352029800415,0.9191063046455383
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,4.0,2002,4084,8168,1,1,True,145,21.66130256652832,0.1468929946422577,0.8853633999824524
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,4.0,2002,4084,8168,1,1,True,123,21.744503021240234,0.14343684911727905,0.8936175107955933
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,4.0,2003,4084,8168,1,1,True,145,21.625396728515625,0.1498602330684662,0.8903893232345581
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,4.0,2003,4084,8168,1,1,True,123,21.709354400634766,0.1468638777732849,0.8920208215713501
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,7.0,2001,4084,8168,1,1,True,145,21.91077995300293,0.1406971663236618,0.9230812788009644
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,7.0,2001,4084,8168,1,1,True,123,21.97589874267578,0.13838572800159454,0.926034688949585
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,7.0,2002,4084,8168,1,1,True,145,21.83663558959961,0.1401117444038391,0.9006494283676147
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,7.0,2002,4084,8168,1,1,True,123,21.897964477539062,0.13752225041389465,0.9061882495880127
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,7.0,2003,4084,8168,1,1,True,145,21.809253692626953,0.1426834762096405,0.8928502798080444
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,7.0,2003,4084,8168,1,1,True,123,21.875314712524414,0.14010891318321228,0.8954529762268066
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,13.0,2001,4084,8168,1,1,True,145,22.104347229003906,0.1336662620306015,0.9272234439849854
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,13.0,2001,4084,8168,1,1,True,123,22.12493133544922,0.1328253149986267,0.9274729490280151
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,13.0,2002,4084,8168,1,1,True,145,22.037628173828125,0.13226987421512604,0.9150449633598328
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,13.0,2002,4084,8168,1,1,True,123,22.062253952026367,0.13154223561286926,0.9169450998306274
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,13.0,2003,4084,8168,1,1,True,145,22.03214454650879,0.13451580703258514,0.9044040441513062
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,13.0,2003,4084,8168,1,1,True,123,22.058712005615234,0.13352395594120026,0.9060999155044556
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,19.0,2001,4084,8168,1,1,True,145,22.15225601196289,0.13143478333950043,0.9244424104690552
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,19.0,2001,4084,8168,1,1,True,123,22.157482147216797,0.1311560869216919,0.924209713935852
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,19.0,2002,4084,8168,1,1,True,145,22.110795974731445,0.130754292011261,0.9191920757293701
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,19.0,2002,4084,8168,1,1,True,123,22.120075225830078,0.13056457042694092,0.9194542765617371
source,83,n04392985/ILSVRC2012_val_00029362_n04392985,19.0,2003,4084,8168,1,1,True,145,22.11132049560547,0.13171464204788208,0.9102973937988281
residual,83,n04392985/ILSVRC2012_val_00029362_n04392985,19.0,2003,4084,8168,1,1,True,123,22.1207332611084,0.1313735842704773,0.9115887880325317
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,1.0,2001,4084,8168,1,0,True,171,20.726472854614258,0.21100780367851257,0.7551493644714355
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,1.0,2001,4084,8168,1,0,True,150,20.47896957397461,0.22656050324440002,0.7019906044006348
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,1.0,2002,4084,8168,1,0,True,171,20.299882888793945,0.2574397921562195,0.6998882293701172
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,1.0,2002,4084,8168,1,0,True,150,19.839317321777344,0.27386122941970825,0.7118078470230103
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,1.0,2003,4084,8168,1,0,True,171,20.466480255126953,0.24680493772029877,0.631748378276825
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,1.0,2003,4084,8168,1,0,True,150,20.250579833984375,0.2555103302001953,0.6307868957519531
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,4.0,2001,4084,8168,1,1,True,171,21.561119079589844,0.17738059163093567,0.8561638593673706
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,4.0,2001,4084,8168,1,1,True,150,21.59580421447754,0.17558054625988007,0.8569579720497131
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,4.0,2002,4084,8168,1,1,True,171,21.690969467163086,0.17577213048934937,0.8532543182373047
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,4.0,2002,4084,8168,1,1,True,150,21.726119995117188,0.17319613695144653,0.8575422763824463
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,4.0,2003,4084,8168,1,1,True,171,21.442283630371094,0.18389758467674255,0.8758362531661987
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,4.0,2003,4084,8168,1,1,True,150,21.48538589477539,0.1818322241306305,0.8840363025665283
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,7.0,2001,4084,8168,1,1,True,171,21.649314880371094,0.17360931634902954,0.8530701398849487
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,7.0,2001,4084,8168,1,1,True,150,21.67211151123047,0.17317482829093933,0.84892338514328
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,7.0,2002,4084,8168,1,1,True,171,21.76842498779297,0.16980479657649994,0.8615469932556152
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,7.0,2002,4084,8168,1,1,True,150,21.787416458129883,0.16849303245544434,0.8593389391899109
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,7.0,2003,4084,8168,1,1,True,171,21.56062126159668,0.17758050560951233,0.8854893445968628
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,7.0,2003,4084,8168,1,1,True,150,21.597078323364258,0.1757151037454605,0.8846942186355591
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,13.0,2001,4084,8168,1,1,True,171,21.740047454833984,0.16933760046958923,0.8444520235061646
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,13.0,2001,4084,8168,1,1,True,150,21.746707916259766,0.168845534324646,0.8430743217468262
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,13.0,2002,4084,8168,1,1,True,171,21.81766700744629,0.16610050201416016,0.8418260216712952
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,13.0,2002,4084,8168,1,1,True,150,21.816131591796875,0.16612637042999268,0.8384866714477539
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,13.0,2003,4084,8168,1,1,True,171,21.704914093017578,0.169916570186615,0.8715567588806152
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,13.0,2003,4084,8168,1,1,True,150,21.716819763183594,0.169160395860672,0.8679022192955017
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,19.0,2001,4084,8168,1,1,True,171,21.762088775634766,0.1673026978969574,0.8335291147232056
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,19.0,2001,4084,8168,1,1,True,150,21.76295280456543,0.1671914905309677,0.8322359323501587
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,19.0,2002,4084,8168,1,1,True,171,21.80220603942871,0.1662435531616211,0.8349873423576355
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,19.0,2002,4084,8168,1,1,True,150,21.798358917236328,0.16630412638187408,0.8343802094459534
source,84,n04456115/ILSVRC2012_val_00002331_n04456115,19.0,2003,4084,8168,1,1,True,171,21.74646759033203,0.16747009754180908,0.8524877429008484
residual,84,n04456115/ILSVRC2012_val_00002331_n04456115,19.0,2003,4084,8168,1,1,True,150,21.749469757080078,0.1672903597354889,0.8498038053512573
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,1.0,2001,4084,8168,1,0,True,175,15.928915977478027,0.3247350752353668,0.5888259410858154
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,1.0,2001,4084,8168,1,0,True,145,15.526390075683594,0.3475395143032074,0.4768536388874054
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,1.0,2002,4084,8168,1,0,True,175,17.747743606567383,0.24530330300331116,0.8632290959358215
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,1.0,2002,4084,8168,1,0,False,0,16.915023803710938,0.27308112382888794,0.8829463720321655
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,1.0,2003,4084,8168,1,0,True,175,17.41461753845215,0.26093146204948425,0.7517869472503662
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,1.0,2003,4084,8168,1,0,True,145,16.93662452697754,0.27887633442878723,0.6265287399291992
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,4.0,2001,4084,8168,1,1,True,175,20.198246002197266,0.13830897212028503,0.9544357061386108
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,4.0,2001,4084,8168,1,1,True,145,20.335006713867188,0.13671672344207764,0.9551951885223389
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,4.0,2002,4084,8168,1,1,True,175,20.31951141357422,0.15001246333122253,0.9496030807495117
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,4.0,2002,4084,8168,1,1,True,145,20.463163375854492,0.14647211134433746,0.9503238797187805
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,4.0,2003,4084,8168,1,1,True,175,20.244054794311523,0.1398845613002777,0.9561493396759033
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,4.0,2003,4084,8168,1,1,True,145,20.407573699951172,0.13843798637390137,0.9558885097503662
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,7.0,2001,4084,8168,1,1,True,175,20.466243743896484,0.13551130890846252,0.9546495676040649
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,7.0,2001,4084,8168,1,1,True,145,20.573442459106445,0.1347518265247345,0.9547181129455566
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,7.0,2002,4084,8168,1,1,True,175,20.595134735107422,0.14371269941329956,0.9522557258605957
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,7.0,2002,4084,8168,1,1,True,145,20.694124221801758,0.14190587401390076,0.9544553160667419
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,7.0,2003,4084,8168,1,1,True,175,20.561878204345703,0.13710534572601318,0.9558497667312622
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,7.0,2003,4084,8168,1,1,True,145,20.6761474609375,0.13614940643310547,0.9567855596542358
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,13.0,2001,4084,8168,1,1,True,175,20.787731170654297,0.13284184038639069,0.9577779769897461
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,13.0,2001,4084,8168,1,1,True,145,20.828411102294922,0.13242629170417786,0.9584598541259766
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,13.0,2002,4084,8168,1,1,True,175,20.8734130859375,0.13882313668727875,0.9588775634765625
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,13.0,2002,4084,8168,1,1,True,145,20.899383544921875,0.1376655250787735,0.960199236869812
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,13.0,2003,4084,8168,1,1,True,175,20.877708435058594,0.13404537737369537,0.9622534513473511
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,13.0,2003,4084,8168,1,1,True,145,20.90637969970703,0.13385580480098724,0.9627936482429504
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,19.0,2001,4084,8168,1,1,True,175,20.90258026123047,0.13171078264713287,0.9607173800468445
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,19.0,2001,4084,8168,1,1,True,145,20.913677215576172,0.13174167275428772,0.961232602596283
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,19.0,2002,4084,8168,1,1,True,175,20.943086624145508,0.1355351209640503,0.9619970917701721
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,19.0,2002,4084,8168,1,1,True,145,20.94668197631836,0.13503235578536987,0.9622698426246643
source,85,n04485082/ILSVRC2012_val_00000955_n04485082,19.0,2003,4084,8168,1,1,True,175,20.95319366455078,0.13306239247322083,0.9635189771652222
residual,85,n04485082/ILSVRC2012_val_00000955_n04485082,19.0,2003,4084,8168,1,1,True,145,20.956296920776367,0.1328950673341751,0.963621973991394
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,1.0,2001,4084,8168,1,0,True,138,17.6132755279541,0.19496750831604004,0.929677426815033
residual,86,n04515003/ILSVRC2012_val_00002400_n04515003,1.0,2001,4084,8168,1,0,True,83,17.076990127563477,0.21552444994449615,0.9185693860054016
source,86,n04515003/ILSVRC2012_val_00002400_n04515003,1.0,2002,4084,8168,1,0,True,138,21.39626693725586,0.15706267952919006,0.9450616836547852
