method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,7.0,2001,4084,8168,1,1,True,98,2048.0,21.95187759399414,0.11069522798061371,0.7555689811706543
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,7.0,2001,4084,8168,1,1,True,98,2048.0,21.95829200744629,0.11058581620454788,0.7576216459274292
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,7.0,2002,4084,8168,1,1,True,98,2048.0,21.934730529785156,0.10640250891447067,0.7804951071739197
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,7.0,2002,4084,8168,1,1,True,98,2048.0,21.939285278320312,0.10619759559631348,0.781747579574585
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,7.0,2003,4084,8168,1,1,True,98,2048.0,21.883331298828125,0.10870449244976044,0.7924448251724243
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,7.0,2003,4084,8168,1,1,True,98,2048.0,21.888057708740234,0.10864865779876709,0.7951857447624207
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,13.0,2001,4084,8168,1,1,True,98,2048.0,22.054824829101562,0.10670190304517746,0.7611943483352661
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,13.0,2001,4084,8168,1,1,True,98,2048.0,22.056406021118164,0.10667973756790161,0.7608315348625183
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,13.0,2002,4084,8168,1,1,True,98,2048.0,22.038747787475586,0.10434408485889435,0.7856544256210327
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,13.0,2002,4084,8168,1,1,True,98,2048.0,22.040035247802734,0.10428130626678467,0.785624086856842
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,13.0,2003,4084,8168,1,1,True,98,2048.0,22.013675689697266,0.10549808293581009,0.7926779985427856
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,13.0,2003,4084,8168,1,1,True,98,2048.0,22.015079498291016,0.10549046099185944,0.792521595954895
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,19.0,2001,4084,8168,1,1,True,98,2048.0,22.07939338684082,0.10454031825065613,0.771854043006897
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,19.0,2001,4084,8168,1,1,True,98,2048.0,22.079574584960938,0.10455548018217087,0.7717452049255371
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,19.0,2002,4084,8168,1,1,True,98,2048.0,22.06900405883789,0.10364143550395966,0.7815176844596863
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,19.0,2002,4084,8168,1,1,True,98,2048.0,22.06918716430664,0.10363249480724335,0.7813259363174438
source,1,n01601694/ILSVRC2012_val_00021656_n01601694,19.0,2003,4084,8168,1,1,True,98,2048.0,22.058345794677734,0.10399603098630905,0.7845896482467651
residual,1,n01601694/ILSVRC2012_val_00021656_n01601694,19.0,2003,4084,8168,1,1,True,98,2048.0,22.058521270751953,0.10400314629077911,0.784461498260498
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,1.0,2001,4084,8168,1,0,False,0,2048.0,15.787753105163574,0.352774441242218,0.7634456157684326
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,1.0,2001,4084,8168,1,0,True,145,2047.999755859375,16.024385452270508,0.3407527208328247,0.8267087340354919
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,1.0,2002,4084,8168,1,0,True,150,2048.0,16.50703239440918,0.30039605498313904,0.7834360599517822
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,1.0,2002,4084,8168,1,0,False,0,2047.999755859375,16.108179092407227,0.3242618143558502,0.7384558916091919
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,1.0,2003,4084,8168,1,0,True,150,2048.0,15.526721954345703,0.4128769040107727,0.35828396677970886
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,1.0,2003,4084,8168,1,0,True,145,2047.999755859375,15.349870681762695,0.43453216552734375,0.2988382577896118
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,4.0,2001,4084,8168,1,1,True,150,2048.0,17.50336265563965,0.2573884427547455,0.8821827173233032
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,4.0,2001,4084,8168,1,1,True,145,2047.999755859375,17.51836585998535,0.2571088671684265,0.8844510912895203
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,4.0,2002,4084,8168,1,1,True,150,2048.0,17.463380813598633,0.2593310475349426,0.8689014315605164
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,4.0,2002,4084,8168,1,1,True,145,2047.999755859375,17.47959327697754,0.25893762707710266,0.8704437613487244
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,4.0,2003,4084,8168,1,1,True,150,2048.0,17.486249923706055,0.26022952795028687,0.8857321739196777
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,4.0,2003,4084,8168,1,1,True,145,2047.999755859375,17.50009536743164,0.2603297829627991,0.8860834836959839
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,7.0,2001,4084,8168,1,1,True,150,2048.0,17.61878776550293,0.25497114658355713,0.8920444250106812
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,7.0,2001,4084,8168,1,1,True,145,2047.999755859375,17.629425048828125,0.25456809997558594,0.8932533860206604
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,7.0,2002,4084,8168,1,1,True,150,2048.0,17.58711051940918,0.25641313195228577,0.8737194538116455
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,7.0,2002,4084,8168,1,1,True,145,2047.999755859375,17.598804473876953,0.25602149963378906,0.8743609189987183
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,7.0,2003,4084,8168,1,1,True,150,2048.0,17.594398498535156,0.2583196759223938,0.8903032541275024
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,7.0,2003,4084,8168,1,1,True,145,2047.999755859375,17.604583740234375,0.25826022028923035,0.8907837271690369
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,13.0,2001,4084,8168,1,1,True,150,2048.0,17.74106216430664,0.2509061098098755,0.8902167081832886
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,13.0,2001,4084,8168,1,1,True,145,2047.999755859375,17.74449920654297,0.25089260935783386,0.8899582028388977
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,13.0,2002,4084,8168,1,1,True,150,2048.0,17.72239875793457,0.25336554646492004,0.8811821341514587
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,13.0,2002,4084,8168,1,1,True,145,2047.999755859375,17.72657585144043,0.2533034086227417,0.8814564943313599
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,13.0,2003,4084,8168,1,1,True,150,2048.0,17.718698501586914,0.25393587350845337,0.890628457069397
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,13.0,2003,4084,8168,1,1,True,145,2047.999755859375,17.722763061523438,0.25384145975112915,0.8904842734336853
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,19.0,2001,4084,8168,1,1,True,150,2048.0,17.777496337890625,0.2510991394519806,0.8881737589836121
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,19.0,2001,4084,8168,1,1,True,145,2047.999755859375,17.77823257446289,0.2511124014854431,0.8881763219833374
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,19.0,2002,4084,8168,1,1,True,150,2048.0,17.768857955932617,0.25217947363853455,0.8834233283996582
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,19.0,2002,4084,8168,1,1,True,145,2047.999755859375,17.770000457763672,0.2521713078022003,0.8836075067520142
source,2,n01664065/ILSVRC2012_val_00014316_n01664065,19.0,2003,4084,8168,1,1,True,150,2048.0,17.765277862548828,0.25263744592666626,0.8890978693962097
residual,2,n01664065/ILSVRC2012_val_00014316_n01664065,19.0,2003,4084,8168,1,1,True,145,2047.999755859375,17.766511917114258,0.2526349425315857,0.8891440033912659
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,1.0,2001,4084,8168,1,0,True,147,2047.999755859375,15.55537223815918,0.23065176606178284,0.7021063566207886
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,1.0,2001,4084,8168,1,0,True,141,2048.0,15.146028518676758,0.24831578135490417,0.6642566919326782
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,1.0,2002,4084,8168,1,0,True,147,2047.999755859375,14.33021354675293,0.2868492603302002,0.6341391205787659
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,1.0,2002,4084,8168,1,0,True,141,2048.0,14.059713363647461,0.2952294945716858,0.5975459814071655
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,1.0,2003,4084,8168,1,0,True,147,2047.999755859375,14.110254287719727,0.3807670474052429,0.2831450402736664
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,1.0,2003,4084,8168,1,0,True,141,2048.0,13.914803504943848,0.39687657356262207,0.23659563064575195
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,4.0,2001,4084,8168,1,1,True,147,2047.999755859375,16.568885803222656,0.18240399658679962,0.8813821077346802
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,4.0,2001,4084,8168,1,1,True,141,2048.0,16.603282928466797,0.18208464980125427,0.882724940776825
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,4.0,2002,4084,8168,1,1,True,147,2047.999755859375,16.512924194335938,0.18863464891910553,0.867112934589386
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,4.0,2002,4084,8168,1,1,True,141,2048.0,16.55155372619629,0.18792355060577393,0.8673039674758911
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,4.0,2003,4084,8168,1,1,True,147,2047.999755859375,16.55709457397461,0.1865648776292801,0.8846442699432373
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,4.0,2003,4084,8168,1,1,True,141,2048.0,16.590850830078125,0.18585136532783508,0.8853578567504883
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,7.0,2001,4084,8168,1,1,True,147,2047.999755859375,16.75885009765625,0.18044033646583557,0.8881893157958984
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,7.0,2001,4084,8168,1,1,True,141,2048.0,16.78200912475586,0.18041333556175232,0.8885572552680969
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,7.0,2002,4084,8168,1,1,True,147,2047.999755859375,16.73619270324707,0.1849467009305954,0.869854748249054
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,7.0,2002,4084,8168,1,1,True,141,2048.0,16.764925003051758,0.18451061844825745,0.8705390691757202
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,7.0,2003,4084,8168,1,1,True,147,2047.999755859375,16.745573043823242,0.1825522631406784,0.8881417512893677
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,7.0,2003,4084,8168,1,1,True,141,2048.0,16.76868438720703,0.18198442459106445,0.888675332069397
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,13.0,2001,4084,8168,1,1,True,147,2047.999755859375,16.946489334106445,0.17968463897705078,0.8912513256072998
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,13.0,2001,4084,8168,1,1,True,141,2048.0,16.954185485839844,0.17969714105129242,0.8914474248886108
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,13.0,2002,4084,8168,1,1,True,147,2047.999755859375,16.955612182617188,0.1811385303735733,0.8836692571640015
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,13.0,2002,4084,8168,1,1,True,141,2048.0,16.963619232177734,0.1809493899345398,0.8844225406646729
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,13.0,2003,4084,8168,1,1,True,147,2047.999755859375,16.940458297729492,0.1799185425043106,0.8945409655570984
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,13.0,2003,4084,8168,1,1,True,141,2048.0,16.94829750061035,0.17989301681518555,0.8946874141693115
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.0,2001,4084,8168,1,1,True,147,2047.999755859375,17.004634857177734,0.17939697206020355,0.8951210975646973
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.0,2001,4084,8168,1,1,True,141,2048.0,17.006961822509766,0.1794266700744629,0.8952450752258301
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.0,2002,4084,8168,1,1,True,147,2047.999755859375,17.01171875,0.1804465353488922,0.8922104835510254
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.0,2002,4084,8168,1,1,True,141,2048.0,17.01372718811035,0.18045496940612793,0.8925122022628784
source,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.0,2003,4084,8168,1,1,True,147,2047.999755859375,17.001842498779297,0.18009987473487854,0.8966584205627441
residual,3,n01689811/ILSVRC2012_val_00020598_n01689811,19.0,2003,4084,8168,1,1,True,141,2048.0,17.004140853881836,0.18009629845619202,0.8967461585998535
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,1.0,2001,4084,8168,1,0,True,125,2048.0,17.186010360717773,0.30105265974998474,0.8177830576896667
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,1.0,2001,4084,8168,1,0,True,120,2047.9998779296875,17.008403778076172,0.3126431107521057,0.7713606953620911
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,1.0,2002,4084,8168,1,0,True,125,2048.0,17.94970703125,0.22054393589496613,0.84740149974823
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,1.0,2002,4084,8168,1,0,True,120,2047.9998779296875,17.63945960998535,0.22765430808067322,0.7922840118408203
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,1.0,2003,4084,8168,1,0,True,125,2048.0,17.478572845458984,0.2715796232223511,0.8092959523200989
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,1.0,2003,4084,8168,1,0,True,120,2047.9998779296875,17.163745880126953,0.28954118490219116,0.7693580389022827
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,4.0,2001,4084,8168,1,1,True,125,2048.0,18.78933334350586,0.17959396541118622,0.886401891708374
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,4.0,2001,4084,8168,1,1,True,120,2047.9998779296875,18.81781005859375,0.17878609895706177,0.8866411447525024
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,4.0,2002,4084,8168,1,1,True,125,2048.0,18.75135040283203,0.18442824482917786,0.8921106457710266
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,4.0,2002,4084,8168,1,1,True,120,2047.9998779296875,18.780113220214844,0.18402430415153503,0.891566812992096
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,4.0,2003,4084,8168,1,1,True,125,2048.0,18.742603302001953,0.19030429422855377,0.8891016244888306
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,4.0,2003,4084,8168,1,1,True,120,2047.9998779296875,18.771032333374023,0.19004325568675995,0.8875664472579956
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,7.0,2001,4084,8168,1,1,True,125,2048.0,18.940135955810547,0.17644120752811432,0.8870800733566284
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,7.0,2001,4084,8168,1,1,True,120,2047.9998779296875,18.958690643310547,0.17618487775325775,0.8863039016723633
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,7.0,2002,4084,8168,1,1,True,125,2048.0,18.909500122070312,0.18223263323307037,0.8901277184486389
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,7.0,2002,4084,8168,1,1,True,120,2047.9998779296875,18.928821563720703,0.1820816695690155,0.8894450664520264
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,7.0,2003,4084,8168,1,1,True,125,2048.0,18.900344848632812,0.18621933460235596,0.8856791853904724
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,7.0,2003,4084,8168,1,1,True,120,2047.9998779296875,18.919607162475586,0.18542534112930298,0.8845784664154053
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,13.0,2001,4084,8168,1,1,True,125,2048.0,19.078128814697266,0.17447912693023682,0.8854788541793823
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,13.0,2001,4084,8168,1,1,True,120,2047.9998779296875,19.0843448638916,0.17434260249137878,0.8849906325340271
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,13.0,2002,4084,8168,1,1,True,125,2048.0,19.060497283935547,0.17829260230064392,0.8868240714073181
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,13.0,2002,4084,8168,1,1,True,120,2047.9998779296875,19.067453384399414,0.17801955342292786,0.8862916827201843
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,13.0,2003,4084,8168,1,1,True,125,2048.0,19.052326202392578,0.17820264399051666,0.8836187720298767
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,13.0,2003,4084,8168,1,1,True,120,2047.9998779296875,19.05917739868164,0.1778152585029602,0.8833054304122925
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,19.0,2001,4084,8168,1,1,True,125,2048.0,19.111495971679688,0.17346209287643433,0.8867944478988647
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,19.0,2001,4084,8168,1,1,True,120,2047.9998779296875,19.113845825195312,0.1733534336090088,0.886516809463501
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,19.0,2002,4084,8168,1,1,True,125,2048.0,19.10369110107422,0.1756420135498047,0.8861383199691772
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,19.0,2002,4084,8168,1,1,True,120,2047.9998779296875,19.106449127197266,0.1754850596189499,0.8857777714729309
source,4,n01735189/ILSVRC2012_val_00006699_n01735189,19.0,2003,4084,8168,1,1,True,125,2048.0,19.097476959228516,0.17491406202316284,0.8850079774856567
residual,4,n01735189/ILSVRC2012_val_00006699_n01735189,19.0,2003,4084,8168,1,1,True,120,2047.9998779296875,19.10033416748047,0.17478977143764496,0.8848922252655029
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,1.0,2001,4084,8168,1,0,True,72,2048.0,20.646677017211914,0.304138720035553,0.5667276382446289
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,1.0,2001,4084,8168,1,0,False,0,2047.999755859375,20.34528350830078,0.3148329555988312,0.5682428479194641
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,1.0,2002,4084,8168,1,0,True,72,2048.0,23.059894561767578,0.17898935079574585,0.8136226534843445
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,1.0,2002,4084,8168,1,0,True,80,2047.999755859375,22.69525909423828,0.19075936079025269,0.8264933824539185
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,1.0,2003,4084,8168,1,0,True,72,2048.0,21.800832748413086,0.24644622206687927,0.4456700086593628
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,1.0,2003,4084,8168,1,0,True,80,2047.999755859375,21.43122100830078,0.26827290654182434,0.3638848662376404
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2001,4084,8168,1,1,True,72,2048.0,24.156463623046875,0.14056022465229034,0.8686882853507996
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2001,4084,8168,1,1,True,80,2047.999755859375,24.152545928955078,0.14011742174625397,0.8685669302940369
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2002,4084,8168,1,1,True,72,2048.0,24.19791030883789,0.1347009539604187,0.8465515375137329
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2002,4084,8168,1,1,True,80,2047.999755859375,24.20140838623047,0.13443538546562195,0.8462533354759216
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2003,4084,8168,1,1,True,72,2048.0,24.159765243530273,0.13561120629310608,0.8886569738388062
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,4.0,2003,4084,8168,1,1,True,80,2047.999755859375,24.156530380249023,0.1359592229127884,0.8896721601486206
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2001,4084,8168,1,1,True,72,2048.0,24.24913787841797,0.1386500895023346,0.8721675276756287
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2001,4084,8168,1,1,True,80,2047.999755859375,24.245346069335938,0.13832607865333557,0.8721163868904114
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2002,4084,8168,1,1,True,72,2048.0,24.283239364624023,0.13369067013263702,0.8525943160057068
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2002,4084,8168,1,1,True,80,2047.999755859375,24.28473663330078,0.133294478058815,0.8493314981460571
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2003,4084,8168,1,1,True,72,2048.0,24.248363494873047,0.13350950181484222,0.8929623961448669
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,7.0,2003,4084,8168,1,1,True,80,2047.999755859375,24.24571990966797,0.13354957103729248,0.893751859664917
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2001,4084,8168,1,1,True,72,2048.0,24.341411590576172,0.13399113714694977,0.880276083946228
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2001,4084,8168,1,1,True,80,2047.999755859375,24.340595245361328,0.1340927630662918,0.8799753189086914
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2002,4084,8168,1,1,True,72,2048.0,24.353256225585938,0.13202594220638275,0.8672949075698853
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2002,4084,8168,1,1,True,80,2047.999755859375,24.353878021240234,0.132068932056427,0.8657815456390381
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2003,4084,8168,1,1,True,72,2048.0,24.338455200195312,0.13080501556396484,0.88906329870224
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,13.0,2003,4084,8168,1,1,True,80,2047.999755859375,24.337738037109375,0.13082340359687805,0.8898555636405945
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2001,4084,8168,1,1,True,72,2048.0,24.364795684814453,0.13268384337425232,0.8800461888313293
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2001,4084,8168,1,1,True,80,2047.999755859375,24.36501693725586,0.1327679306268692,0.8801954388618469
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2002,4084,8168,1,1,True,72,2048.0,24.36855125427246,0.1309053748846054,0.8762053847312927
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2002,4084,8168,1,1,True,80,2047.999755859375,24.369327545166016,0.13086675107479095,0.8760085701942444
source,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2003,4084,8168,1,1,True,72,2048.0,24.36180877685547,0.13068875670433044,0.8857779502868652
residual,5,n01744401/ILSVRC2012_val_00032663_n01744401,19.0,2003,4084,8168,1,1,True,80,2047.999755859375,24.361875534057617,0.13059227168560028,0.8863321542739868
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2001,4084,8168,1,0,False,0,2048.0,20.6192569732666,0.28144070506095886,0.8483070135116577
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2001,4084,8168,1,0,True,101,2047.9998779296875,20.70116424560547,0.2767038345336914,0.8506843447685242
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2002,4084,8168,1,0,True,102,2048.0,20.834461212158203,0.30543825030326843,0.8736732006072998
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2002,4084,8168,1,0,True,101,2047.9998779296875,20.50975799560547,0.3198965787887573,0.8493751287460327
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2003,4084,8168,1,0,True,102,2048.0,21.544368743896484,0.23692065477371216,0.9340601563453674
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,1.0,2003,4084,8168,1,0,True,101,2047.9998779296875,21.349925994873047,0.2497120350599289,0.9400650262832642
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2001,4084,8168,1,1,True,102,2048.0,23.391910552978516,0.17986473441123962,0.9037811756134033
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2001,4084,8168,1,1,True,101,2047.9998779296875,23.399913787841797,0.18019378185272217,0.9054088592529297
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2002,4084,8168,1,1,True,102,2048.0,23.439130783081055,0.17976316809654236,0.9330483078956604
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2002,4084,8168,1,1,True,101,2047.9998779296875,23.44778060913086,0.17982938885688782,0.9344930052757263
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2003,4084,8168,1,1,True,102,2048.0,23.43356704711914,0.17717693746089935,0.8878394365310669
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,4.0,2003,4084,8168,1,1,True,101,2047.9998779296875,23.44245719909668,0.17730900645256042,0.8883949518203735
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2001,4084,8168,1,1,True,102,2048.0,23.49370002746582,0.17900192737579346,0.9063496589660645
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2001,4084,8168,1,1,True,101,2047.9998779296875,23.49917221069336,0.17924228310585022,0.9068299531936646
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2002,4084,8168,1,1,True,102,2048.0,23.53564453125,0.1758498102426529,0.9301638603210449
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2002,4084,8168,1,1,True,101,2047.9998779296875,23.54155731201172,0.1759835183620453,0.9315468668937683
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2003,4084,8168,1,1,True,102,2048.0,23.528688430786133,0.17531158030033112,0.8907913565635681
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,7.0,2003,4084,8168,1,1,True,101,2047.9998779296875,23.534801483154297,0.1753242015838623,0.8915292024612427
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2001,4084,8168,1,1,True,102,2048.0,23.600914001464844,0.17469051480293274,0.9016432166099548
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2001,4084,8168,1,1,True,101,2047.9998779296875,23.60276985168457,0.1746746152639389,0.9016770124435425
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2002,4084,8168,1,1,True,102,2048.0,23.62822723388672,0.17154084146022797,0.9230484366416931
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2002,4084,8168,1,1,True,101,2047.9998779296875,23.629934310913086,0.17155660688877106,0.9232715964317322
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2003,4084,8168,1,1,True,102,2048.0,23.62021255493164,0.17080561816692352,0.8969070315361023
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,13.0,2003,4084,8168,1,1,True,101,2047.9998779296875,23.62204360961914,0.17078474164009094,0.8973715901374817
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2001,4084,8168,1,1,True,102,2048.0,23.63661766052246,0.17111296951770782,0.8999873995780945
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2001,4084,8168,1,1,True,101,2047.9998779296875,23.63710594177246,0.17112088203430176,0.9000500440597534
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2002,4084,8168,1,1,True,102,2048.0,23.651447296142578,0.16898328065872192,0.9146398305892944
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2002,4084,8168,1,1,True,101,2047.9998779296875,23.651836395263672,0.1690002828836441,0.9146435260772705
source,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2003,4084,8168,1,1,True,102,2048.0,23.647153854370117,0.16940245032310486,0.8994590640068054
residual,6,n01751748/ILSVRC2012_val_00033157_n01751748,19.0,2003,4084,8168,1,1,True,101,2047.9998779296875,23.6475830078125,0.1694057434797287,0.8996380567550659
