method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
PCA_residual,9,19.0,"2001,2002,2003",17.819223403930664,0.16630899409453073,0.9207552870114645
PCA_residual,10,1.0,"2001,2002,2003",16.431546529134113,0.2581811497608821,0.916326622168223
PCA_residual,10,4.0,"2001,2002,2003",19.23818842569987,0.14182820916175842,0.9575621287027994
PCA_residual,10,7.0,"2001,2002,2003",19.366968790690105,0.13887886703014374,0.9570332964261373
PCA_residual,10,13.0,"2001,2002,2003",19.520922978719074,0.13575208187103271,0.9572983185450236
PCA_residual,10,19.0,"2001,2002,2003",19.600426355997723,0.13488911588986716,0.957760731379191
PCA_residual,11,1.0,"2001,2002,2003",14.495775858561197,0.3735215763250987,0.36199597517649335
PCA_residual,11,4.0,"2001,2002,2003",19.270161310831707,0.1650858223438263,0.8632467985153198
PCA_residual,11,7.0,"2001,2002,2003",19.39952278137207,0.16061488290627798,0.8660011688868204
PCA_residual,11,13.0,"2001,2002,2003",19.51697603861491,0.1572073350350062,0.8662919998168945
PCA_residual,11,19.0,"2001,2002,2003",19.546559015909832,0.15613315999507904,0.8664393623669943
PCA_residual,12,1.0,"2001,2002,2003",17.50461705525716,0.3175082604090373,0.7900296449661255
PCA_residual,12,4.0,"2001,2002,2003",21.824832916259766,0.20173274477322897,0.9361365834871928
PCA_residual,12,7.0,"2001,2002,2003",22.016822179158527,0.1968213121096293,0.9408625562985738
PCA_residual,12,13.0,"2001,2002,2003",22.2156499226888,0.19197305043538412,0.9456493854522705
PCA_residual,12,19.0,"2001,2002,2003",22.280855178833008,0.189551572004954,0.946678896745046
PCA_residual,13,1.0,"2001,2002,2003",15.97727076212565,0.32157249252001446,0.6902892887592316
PCA_residual,13,4.0,"2001,2002,2003",20.0621395111084,0.17976570626099905,0.9235607186953226
PCA_residual,13,7.0,"2001,2002,2003",20.33087921142578,0.17100424567858377,0.9292766054471334
PCA_residual,13,13.0,"2001,2002,2003",20.578907012939453,0.1627143273750941,0.9340351621309916
PCA_residual,13,19.0,"2001,2002,2003",20.651432037353516,0.15935597320397696,0.935019056002299
PCA_residual,14,1.0,"2001,2002,2003",15.673148473103842,0.21473517020543417,0.754665732383728
PCA_residual,14,4.0,"2001,2002,2003",18.122678756713867,0.10491796334584554,0.8975306749343872
PCA_residual,14,7.0,"2001,2002,2003",18.32928530375163,0.10156664748986562,0.8978455861409506
PCA_residual,14,13.0,"2001,2002,2003",18.51904805501302,0.09880532324314117,0.9000154733657837
PCA_residual,14,19.0,"2001,2002,2003",18.568999608357746,0.09795099248488744,0.8994597395261129
PCA_residual,15,1.0,"2001,2002,2003",22.779411951700848,0.20050876835982004,0.9076816439628601
PCA_residual,15,4.0,"2001,2002,2003",26.16313934326172,0.12132884562015533,0.933744490146637
PCA_residual,15,7.0,"2001,2002,2003",26.40744145711263,0.11581773807605107,0.934532642364502
PCA_residual,15,13.0,"2001,2002,2003",26.63172149658203,0.11154024302959442,0.9340498844782511
PCA_residual,15,19.0,"2001,2002,2003",26.691587448120117,0.11051621784766515,0.9329729477564493
PCA_residual,16,1.0,"2001,2002,2003",16.433539708455402,0.23745091259479523,0.9079869985580444
PCA_residual,16,4.0,"2001,2002,2003",20.17724100748698,0.14232822755972543,0.9491106073061625
PCA_residual,16,7.0,"2001,2002,2003",20.373323440551758,0.13741369048754373,0.9506796995798746
PCA_residual,16,13.0,"2001,2002,2003",20.5687681833903,0.1332387775182724,0.9527869621912638
PCA_residual,16,19.0,"2001,2002,2003",20.62909698486328,0.13229891657829285,0.953643798828125
PCA_residual,17,1.0,"2001,2002,2003",13.540073076883951,0.29718512296676636,0.7370563348134359
PCA_residual,17,4.0,"2001,2002,2003",16.74397087097168,0.160034770766894,0.9089097181955973
PCA_residual,17,7.0,"2001,2002,2003",16.89544614156087,0.1552389512459437,0.913640042146047
PCA_residual,17,13.0,"2001,2002,2003",17.05077362060547,0.15116644402345022,0.9153982400894165
PCA_residual,17,19.0,"2001,2002,2003",17.099438349405926,0.1501891016960144,0.9121700922648112
PCA_residual,18,1.0,"2001,2002,2003",19.61087417602539,0.23343120018641153,0.8308273156483968
PCA_residual,18,4.0,"2001,2002,2003",22.565759658813477,0.13302058478196463,0.9211429357528687
PCA_residual,18,7.0,"2001,2002,2003",22.84681510925293,0.12680238485336304,0.9249290029207865
PCA_residual,18,13.0,"2001,2002,2003",23.022987365722656,0.1226285124818484,0.9292115569114685
PCA_residual,18,19.0,"2001,2002,2003",23.07509994506836,0.12131997446219127,0.9321775833765665
PCA_residual,19,1.0,"2001,2002,2003",16.637160301208496,0.21371227502822876,0.8090591033299764
PCA_residual,19,4.0,"2001,2002,2003",23.682015736897785,0.09649106363455455,0.9461674491564432
PCA_residual,19,7.0,"2001,2002,2003",23.933968861897785,0.09456804643074672,0.9463807145754496
PCA_residual,19,13.0,"2001,2002,2003",24.169113794962566,0.0918164278070132,0.945368488629659
PCA_residual,19,19.0,"2001,2002,2003",24.23358408610026,0.09072460730870564,0.9451947808265686
PCA_residual,20,1.0,"2001,2002,2003",19.718833923339844,0.13821172217528024,0.8583200772603353
PCA_residual,20,4.0,"2001,2002,2003",25.111318588256836,0.06831641743580501,0.9416788816452026
PCA_residual,20,7.0,"2001,2002,2003",25.33379872639974,0.06635310252507527,0.9445167779922485
PCA_residual,20,13.0,"2001,2002,2003",25.577637990315754,0.06432582686344783,0.947639544804891
PCA_residual,20,19.0,"2001,2002,2003",25.658254623413086,0.06361480057239532,0.9493642846743265
PCA_residual,21,1.0,"2001,2002,2003",16.514347712198894,0.2698047012090683,0.7938011884689331
PCA_residual,21,4.0,"2001,2002,2003",19.252777099609375,0.18672574559847513,0.9164005915323893
PCA_residual,21,7.0,"2001,2002,2003",19.444320678710938,0.18265618880589804,0.9192423820495605
PCA_residual,21,13.0,"2001,2002,2003",19.62667973836263,0.17846337954203287,0.9198256333669027
PCA_residual,21,19.0,"2001,2002,2003",19.679346720377605,0.17773973445097604,0.9187623262405396
